Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,UF,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
179,11/02/1996,30,60,65,68,75,000,3,&nbsp,&nbsp,122.37990,172,2.13454,8886,5509.0,0,0,NÃO,000,000,000
180,15/02/1996,1,20,23,25,49,000,1,&nbsp,&nbsp,285.22515,303,94134,13615,2793.0,0,0,NÃO,000,000,000
181,18/02/1996,6,21,31,37,64,000,3,&nbsp,&nbsp,103.96202,257,1.21357,11150,3729.0,0,0,NÃO,000,000,000
182,25/02/1996,9,44,46,57,59,000,1,&nbsp,&nbsp,371.29704,279,1.33082,14259,3472.0,0,0,NÃO,000,000,000
183,29/02/1996,20,33,48,69,70,000,1,&nbsp,&nbsp,254.26555,164,1.55040,7869,4308.0,0,0,NÃO,000,000,000
184,03/03/1996,62,22,38,29,58,3.760.33000,2,,BA,173.72725,244,1.42399,11451,4046.0,0,0,NÃO,000,240.00000,000
184,03/03/1996,62,22,38,29,58,3.760.33000,2,,MG,173.72725,244,1.42399,11451,4046.0,0,0,NÃO,000,240.00000,000
185,07/03/1996,9,24,28,31,45,000,3,&nbsp,&nbsp,87.10273,357,73196,14403,2419.0,0,0,NÃO,000,000,000
186,10/03/1996,6,20,21,46,63,000,0,&nbsp,&nbsp,000,336,1.14004,16018,3189.0,0,0,SIM,383.05174,000,000
187,14/03/1996,2,43,45,64,68,000,3,&nbsp,&nbsp,243.81671,260,1.33999,13588,3419.0,0,0,NÃO,000,000,000
188,17/03/1996,28,43,56,57,77,000,3,&nbsp,&nbsp,134.45050,317,1.27240,15569,3454.0,0,0,NÃO,000,000,000
189,21/03/1996,1,5,52,53,71,000,0,&nbsp,&nbsp,000,228,1.19168,10832,3344.0,0,0,SIM,271.70283,000,000
190,24/03/1996,21,29,46,59,76,000,0,&nbsp,&nbsp,000,296,1.47973,13843,4219.0,0,0,SIM,709.70105,000,000
191,28/03/1996,4,7,19,35,56,000,10,&nbsp,&nbsp,110.71067,988,40222,33505,1582.0,0,0,NÃO,000,000,000
192,31/03/1996,16,37,54,68,77,000,3,&nbsp,&nbsp,129.24672,488,79455,17189,3008.0,0,0,NÃO,000,000,000
193,07/04/1996,12,13,51,67,73,000,3,&nbsp,&nbsp,126.98856,369,1.03243,16893,3007.0,0,0,NÃO,000,000,000
194,11/04/1996,14,19,32,37,45,000,10,&nbsp,&nbsp,29.33551,670,43785,20463,1911.0,0,0,NÃO,000,000,000
195,14/04/1996,8,23,50,65,73,000,5,&nbsp,&nbsp,75.50846,312,1.21007,13815,3644.0,0,0,NÃO,000,000,000
196,18/04/1996,10,27,30,72,78,000,4,&nbsp,&nbsp,70.71935,249,1.13606,11422,3302.0,0,0,NÃO,000,000,000
197,21/04/1996,3,27,30,33,59,000,3,&nbsp,&nbsp,121.06542,548,66276,20313,2384.0,0,0,NÃO,000,000,000
198,25/04/1996,6,14,18,71,73,000,2,&nbsp,&nbsp,137.81731,247,1.11593,12951,2838.0,0,0,NÃO,000,000,000
199,28/04/1996,3,31,47,77,79,000,0,&nbsp,&nbsp,000,263,1.34745,12584,3755.0,0,0,SIM,354.37954,000,000
200,05/05/1996,19,21,64,70,72,000,2,&nbsp,&nbsp,447.18947,355,1.52113,17088,4214.0,0,0,NÃO,000,000,000
201,09/05/1996,7,71,73,76,79,000,4,&nbsp,&nbsp,68.20471,382,71419,10378,3505.0,0,0,NÃO,000,000,000
202,12/05/1996,6,37,43,61,62,000,4,&nbsp,&nbsp,95.58626,229,1.66963,12077,4221.0,0,0,NÃO,000,000,000
203,16/05/1996,3,13,17,47,60,000,3,&nbsp,&nbsp,89.32830,532,50373,19755,1809.0,0,0,NÃO,000,000,000
204,19/05/1996,7,11,21,51,58,000,3,&nbsp,&nbsp,123.48556,413,89699,18624,2652.0,0,0,NÃO,000,000,000
205,23/05/1996,4,9,31,40,58,000,1,&nbsp,&nbsp,280.92656,320,87790,12888,2906.0,0,0,NÃO,000,000,000
206,26/05/1996,1,10,36,62,64,000,2,&nbsp,&nbsp,195.44884,436,89656,19554,2665.0,0,0,NÃO,000,000,000
207,30/05/1996,5,7,12,16,66,000,9,&nbsp,&nbsp,31.35418,696,40544,24392,1543.0,0,0,NÃO,000,000,000
208,02/06/1996,3,24,48,52,71,000,3,&nbsp,&nbsp,126.83205,382,99606,15366,3302.0,0,0,NÃO,000,000,000
209,09/06/1996,26,37,61,67,71,000,1,&nbsp,&nbsp,463.91910,150,3.09279,9864,6271.0,0,0,NÃO,000,000,000
210,13/06/1996,10,14,32,53,61,000,4,&nbsp,&nbsp,69.94319,243,1.15133,10871,3432.0,0,0,NÃO,000,000,000
211,16/06/1996,3,11,19,31,39,000,24,&nbsp,&nbsp,15.85449,1087,35005,31873,1592.0,0,0,NÃO,000,000,000
212,20/06/1996,38,46,50,65,69,000,1,&nbsp,&nbsp,276.24084,209,1.32173,8721,4224.0,0,0,NÃO,000,000,000
213,23/06/1996,5,13,14,34,63,000,2,&nbsp,&nbsp,180.64339,578,62506,25880,1862.0,0,0,NÃO,000,000,000
214,27/06/1996,10,19,24,34,72,000,6,&nbsp,&nbsp,44.19425,366,72450,14735,2399.0,0,0,NÃO,000,000,000
215,30/06/1996,37,46,49,62,73,000,1,&nbsp,&nbsp,367.70742,182,2.02037,10891,4501.0,0,0,NÃO,000,000,000
216,04/07/1996,31,32,34,54,59,000,0,&nbsp,&nbsp,000,116,2.35800,8065,4522.0,0,0,SIM,273.52799,000,000
217,07/07/1996,8,41,56,65,74,000,3,&nbsp,&nbsp,236.14844,390,1.11517,15978,3629.0,0,0,NÃO,000,000,000
218,11/07/1996,17,26,31,33,63,000,1,&nbsp,&nbsp,294.32781,235,1.25246,11982,3275.0,0,0,NÃO,000,000,000
219,14/07/1996,3,19,32,59,63,000,10,&nbsp,&nbsp,38.90036,761,51117,23927,2168.0,0,0,NÃO,000,000,000
220,18/07/1996,19,35,38,39,78,000,3,&nbsp,&nbsp,91.12586,241,1.13435,12494,2917.0,0,0,NÃO,000,000,000
221,21/07/1996,45,69,72,77,79,000,2,&nbsp,&nbsp,189.48586,314,1.20692,12979,3893.0,0,0,NÃO,000,000,000
222,25/07/1996,3,24,27,58,69,000,3,&nbsp,&nbsp,90.01412,337,80132,13480,2671.0,0,0,NÃO,000,000,000
223,28/07/1996,10,21,43,64,68,000,3,&nbsp,&nbsp,119.54883,332,1.08026,15150,3157.0,0,0,NÃO,000,000,000
224,01/08/1996,18,41,58,62,73,000,1,&nbsp,&nbsp,261.24397,132,1.97912,7141,4878.0,0,0,NÃO,000,000,000
225,04/08/1996,16,34,37,42,70,000,1,&nbsp,&nbsp,369.96258,309,1.19729,14377,3431.0,0,0,NÃO,000,000,000
226,08/08/1996,17,24,50,56,66,000,1,&nbsp,&nbsp,282.70557,247,1.14456,11255,3349.0,0,0,NÃO,000,000,000
227,11/08/1996,19,23,32,38,61,000,3,&nbsp,&nbsp,130.72230,382,1.02662,18613,2810.0,0,0,NÃO,000,000,000
228,15/08/1996,12,23,50,52,55,000,2,&nbsp,&nbsp,141.03242,168,1.67896,10073,3734.0,0,0,NÃO,000,000,000
229,18/08/1996,7,60,62,67,74,000,5,&nbsp,&nbsp,78.72491,262,1.50239,13169,3986.0,0,0,NÃO,000,000,000
230,22/08/1996,14,27,41,68,78,000,3,&nbsp,&nbsp,93.85498,255,1.10418,10600,3542.0,0,0,NÃO,000,000,000
231,25/08/1996,3,28,41,58,75,000,1,&nbsp,&nbsp,393.69024,315,1.24981,13657,3843.0,0,0,NÃO,000,000,000
232,29/08/1996,27,34,35,42,62,000,0,&nbsp,&nbsp,000,259,1.07274,11297,3279.0,0,0,SIM,000,000,000
233,01/09/1996,49,55,56,68,71,000,4,&nbsp,&nbsp,170.33632,222,1.81760,11997,4485.0,0,0,NÃO,000,000,000
234,05/09/1996,27,29,34,64,73,000,1,&nbsp,&nbsp,289.19431,271,1.06714,11421,3377.0,0,0,NÃO,000,000,000
235,08/09/1996,17,27,35,54,76,000,1,&nbsp,&nbsp,389.03571,558,69720,20623,2516.0,0,0,NÃO,000,000,000
236,12/09/1996,14,26,51,55,64,000,1,&nbsp,&nbsp,295.43223,184,1.60561,9065,4345.0,0,0,NÃO,000,000,000
237,15/09/1996,14,26,36,37,69,000,2,&nbsp,&nbsp,199.23409,315,1.26498,17514,3034.0,0,0,NÃO,000,000,000
238,19/09/1996,25,27,55,61,69,000,0,&nbsp,&nbsp,000,167,1.74188,9088,4268.0,0,0,SIM,290.89285,000,000
239,22/09/1996,17,60,67,74,75,000,1,&nbsp,&nbsp,694.73276,337,1.19834,15021,3584.0,0,0,NÃO,000,000,000
240,26/09/1996,30,35,49,51,69,000,0,&nbsp,&nbsp,000,174,1.65633,7421,5178.0,0,0,SIM,288.20092,000,000
241,29/09/1996,2,16,32,63,67,000,4,&nbsp,&nbsp,171.74894,421,94726,17860,2978.0,0,0,NÃO,000,000,000
242,06/10/1996,22,34,36,42,62,000,2,&nbsp,&nbsp,217.44719,415,1.04794,18937,3062.0,0,0,NÃO,000,000,000
243,10/10/1996,2,4,55,60,65,000,1,&nbsp,&nbsp,291.62011,193,1.51099,9980,3896.0,0,0,NÃO,000,000,000
244,13/10/1996,5,8,31,32,41,000,2,&nbsp,&nbsp,185.96843,482,77166,18645,2660.0,0,0,NÃO,000,000,000
245,17/10/1996,16,25,27,28,69,000,2,&nbsp,&nbsp,143.52408,341,84178,15937,2401.0,0,0,NÃO,000,000,000
246,20/10/1996,22,61,63,66,80,000,2,&nbsp,&nbsp,187.27394,187,2.00293,10727,4655.0,0,0,NÃO,000,000,000
247,24/10/1996,3,5,22,30,60,000,4,&nbsp,&nbsp,71.32848,388,73535,15710,2422.0,0,0,NÃO,000,000,000
248,27/10/1996,5,50,56,60,62,000,5,&nbsp,&nbsp,74.54129,367,1.01555,13340,3725.0,0,0,NÃO,000,000,000
249,31/10/1996,9,50,63,67,76,000,1,&nbsp,&nbsp,277.18531,190,1.45887,9877,3742.0,0,0,NÃO,000,000,000
250,03/11/1996,43,51,75,79,80,000,0,&nbsp,&nbsp,000,244,1.47416,11163,4296.0,0,0,SIM,359.69517,000,000
251,07/11/1996,20,37,46,61,74,000,0,&nbsp,&nbsp,000,166,2.16925,8975,5350.0,0,0,SIM,719.79025,000,000
252,10/11/1996,8,14,43,65,76,000,4,&nbsp,&nbsp,292.74131,565,79854,21817,2758.0,0,0,NÃO,000,000,000
253,17/11/1996,7,21,54,62,77,000,5,&nbsp,&nbsp,95.92026,418,1.14737,18564,3444.0,0,0,NÃO,000,000,000
254,21/11/1996,21,38,52,60,66,000,1,&nbsp,&nbsp,291.85085,254,1.14902,10108,3850.0,0,0,NÃO,000,000,000
255,24/11/1996,11,46,55,75,78,000,0,&nbsp,&nbsp,000,260,1.46485,12410,4092.0,0,0,SIM,380.86098,000,000
256,28/11/1996,4,6,18,40,74,000,4,&nbsp,&nbsp,186.22770,479,76002,19943,2434.0,0,0,NÃO,000,000,000
257,01/12/1996,24,26,37,48,71,000,0,&nbsp,&nbsp,000,282,1.35446,15227,3344.0,0,0,SIM,381.95596,000,000
258,05/12/1996,3,35,39,63,69,000,4,&nbsp,&nbsp,194.34215,588,67247,19713,2674.0,0,0,NÃO,000,000,000
259,08/12/1996,6,21,22,52,74,000,2,&nbsp,&nbsp,213.93578,359,1.19185,15928,3582.0,0,0,NÃO,000,000,000
260,12/12/1996,16,19,21,23,32,000,3,&nbsp,&nbsp,108.71792,738,44194,23028,1888.0,0,0,NÃO,000,000,000
261,15/12/1996,2,10,29,33,54,000,0,&nbsp,&nbsp,000,610,67030,22333,2441.0,0,0,SIM,408.88389,000,000
262,19/12/1996,13,61,65,67,79,000,1,&nbsp,&nbsp,825.44378,339,1.22879,15088,3681.0,0,0,NÃO,000,000,000
263,22/12/1996,32,63,66,76,77,000,2,&nbsp,&nbsp,206.55337,285,1.44950,13423,4104.0,0,0,NÃO,000,000,000
264,29/12/1996,23,25,29,52,55,000,4,&nbsp,&nbsp,113.21990,593,76371,21712,2782.0,0,0,NÃO,000,000,000
265,05/01/1997,26,37,39,66,71,000,3,&nbsp,&nbsp,143.54690,233,1.84824,14442,3976.0,0,0,NÃO,000,000,000
266,09/01/1997,21,28,51,65,69,000,1,&nbsp,&nbsp,308.27751,168,1.83498,8671,4740.0,0,0,NÃO,000,000,000
267,12/01/1997,8,27,44,66,75,000,3,&nbsp,&nbsp,129.98086,440,88623,16848,3086.0,0,0,NÃO,000,000,000
268,16/01/1997,39,51,57,75,76,000,2,&nbsp,&nbsp,152.23666,207,1.47089,10128,4009.0,0,0,NÃO,000,000,000
269,19/01/1997,7,22,23,50,76,000,0,&nbsp,&nbsp,000,298,1.27067,13738,3675.0,0,0,NÃO,000,000,000
270,23/01/1997,14,21,33,34,45,000,4,&nbsp,&nbsp,184.40270,355,1.01113,16204,2949.0,0,0,NÃO,000,000,000
271,26/01/1997,3,11,24,54,65,000,6,&nbsp,&nbsp,63.43525,440,86503,20196,2508.0,0,0,NÃO,000,000,000
272,30/01/1997,3,14,22,32,41,000,0,&nbsp,&nbsp,000,384,77926,17065,2334.0,0,0,SIM,299.23491,000,000
273,02/02/1997,13,15,25,39,44,000,6,&nbsp,&nbsp,116.70240,656,61125,26521,2012.0,0,0,NÃO,000,000,000
274,06/02/1997,15,52,55,62,79,000,1,&nbsp,&nbsp,311.95110,165,1.89061,9502,4370.0,0,0,NÃO,000,000,000
275,09/02/1997,13,22,29,68,72,000,3,&nbsp,&nbsp,118.97076,314,1.13666,13836,3434.0,0,0,NÃO,000,000,000
276,16/02/1997,13,17,23,49,71,000,10,&nbsp,&nbsp,41.44830,617,67177,23892,2309.0,0,0,NÃO,000,000,000
277,20/02/1997,26,32,38,68,72,000,2,&nbsp,&nbsp,148.83200,231,1.28859,9688,4089.0,0,0,NÃO,000,000,000
278,23/02/1997,51,21,58,10,5,000,2,&nbsp,&nbsp,190.14122,543,70033,20440,2477.0,0,0,NÃO,000,000,000
279,27/02/1997,2,20,39,53,60,000,2,&nbsp,&nbsp,145.97913,250,1.16784,10551,3682.0,0,0,NÃO,000,000,000
280,02/03/1997,16,18,46,56,80,000,3,&nbsp,&nbsp,124.05797,411,90553,18312,2705.0,0,0,NÃO,000,000,000
281,06/03/1997,23,41,46,53,71,000,2,&nbsp,&nbsp,147.04859,166,1.77167,8072,4849.0,0,0,NÃO,000,000,000
282,09/03/1997,20,48,50,75,76,000,4,&nbsp,&nbsp,97.78471,168,2.32821,10209,5098.0,0,0,NÃO,000,000,000
283,13/03/1997,25,46,52,61,74,000,2,&nbsp,&nbsp,150.40782,217,1.38625,9547,4193.0,0,0,NÃO,000,000,000
284,16/03/1997,9,23,56,64,73,000,5,&nbsp,&nbsp,77.02105,490,78593,18200,2816.0,0,0,NÃO,000,000,000
285,20/03/1997,7,13,37,56,64,000,9,&nbsp,&nbsp,32.48627,632,46262,19718,1974.0,0,0,NÃO,000,000,000
286,23/03/1997,2,18,64,67,77,000,3,&nbsp,&nbsp,128.08029,293,1.31141,14301,3575.0,0,0,NÃO,000,000,000
287,30/03/1997,61,60,71,28,11,000,1,&nbsp,&nbsp,385.42134,217,1.77614,10991,4667.0,0,0,NÃO,000,000,000
288,03/04/1997,2,13,27,78,80,000,1,&nbsp,&nbsp,292.55994,411,71183,16774,2322.0,0,0,NÃO,000,000,000
289,06/04/1997,4,69,70,72,80,000,2,&nbsp,&nbsp,189.54549,348,1.08934,14224,3547.0,0,0,NÃO,000,000,000
290,10/04/1997,5,6,55,70,73,000,0,&nbsp,&nbsp,000,284,1.06181,12289,3266.0,0,0,SIM,301.55461,000,000
291,13/04/1997,5,34,45,49,58,000,2,&nbsp,&nbsp,356.77547,427,96486,18331,2992.0,0,0,NÃO,000,000,000
292,17/04/1997,4,42,67,74,75,000,3,&nbsp,&nbsp,100.03550,272,1.10333,11745,3401.0,0,0,NÃO,000,000,000
293,20/04/1997,4,41,49,55,80,000,4,&nbsp,&nbsp,94.36714,319,1.18329,14052,3575.0,0,0,NÃO,000,000,000
294,27/04/1997,17,20,43,68,74,000,5,&nbsp,&nbsp,94.62422,426,1.11061,17656,3566.0,0,0,NÃO,000,000,000
295,04/05/1997,10,20,29,65,76,000,2,&nbsp,&nbsp,217.34691,302,1.43939,14921,3878.0,0,0,NÃO,000,000,000
296,08/05/1997,1,21,50,55,68,000,1,&nbsp,&nbsp,282.58302,145,1.94885,9466,3974.0,0,0,NÃO,000,000,000
297,11/05/1997,25,52,53,58,78,000,1,&nbsp,&nbsp,379.02399,277,1.36832,13292,3795.0,0,0,NÃO,000,000,000
298,15/05/1997,6,17,31,40,66,000,2,&nbsp,&nbsp,141.62624,276,1.02628,11379,3313.0,0,0,NÃO,000,000,000
299,18/05/1997,11,25,29,52,53,000,10,&nbsp,&nbsp,36.91560,644,57323,23344,2105.0,0,0,NÃO,000,000,000
300,22/05/1997,8,19,20,28,34,000,4,&nbsp,&nbsp,70.53911,482,58539,18669,2011.0,0,0,NÃO,000,000,000
301,25/05/1997,44,46,53,59,65,000,0,&nbsp,&nbsp,000,329,1.14021,12985,3845.0,0,0,SIM,375.12756,000,000
302,01/06/1997,7,30,51,52,69,000,0,&nbsp,&nbsp,000,431,1.22454,17524,4008.0,0,0,SIM,902.90312,000,000
303,05/06/1997,28,48,50,64,71,000,1,&nbsp,&nbsp,1.309.11471,218,1.86336,10914,4954.0,0,0,NÃO,000,000,000
304,08/06/1997,3,22,42,71,79,000,2,&nbsp,&nbsp,199.24319,270,1.47588,13333,3978.0,0,0,NÃO,000,000,000
305,12/06/1997,6,16,31,36,53,000,4,&nbsp,&nbsp,76.93252,343,89717,15181,2698.0,0,0,NÃO,000,000,000
306,15/06/1997,9,28,34,40,42,000,3,&nbsp,&nbsp,129.02152,402,96285,16382,3144.0,0,0,NÃO,000,000,000
307,19/06/1997,10,27,29,61,66,000,0,&nbsp,&nbsp,000,215,1.40621,11101,3624.0,0,0,SIM,302.33480,000,000
308,22/06/1997,13,14,16,21,69,000,8,&nbsp,&nbsp,88.57128,576,70527,24781,2182.0,0,0,NÃO,000,000,000
309,26/06/1997,16,26,37,40,62,000,2,&nbsp,&nbsp,141.77471,160,1.77219,8796,4290.0,0,0,NÃO,000,000,000
310,29/06/1997,1,14,49,71,74,000,2,&nbsp,&nbsp,193.60941,294,1.31707,12767,4036.0,0,0,NÃO,000,000,000
311,03/07/1997,29,46,53,63,68,000,2,&nbsp,&nbsp,148.69129,371,80157,12866,3076.0,0,0,NÃO,000,000,000
312,06/07/1997,6,29,36,44,68,000,4,&nbsp,&nbsp,97.87127,567,69045,19430,2681.0,0,0,NÃO,000,000,000
313,10/07/1997,28,30,54,67,74,000,2,&nbsp,&nbsp,155.82045,218,1.42954,10086,4112.0,0,0,NÃO,000,000,000
314,13/07/1997,7,10,18,57,74,000,3,&nbsp,&nbsp,130.01289,451,86483,21029,2469.0,0,0,NÃO,000,000,000
315,17/07/1997,12,19,33,44,67,000,5,&nbsp,&nbsp,62.92457,455,69148,17447,2400.0,0,0,NÃO,000,000,000
316,20/07/1997,27,28,50,65,76,000,0,&nbsp,&nbsp,000,215,1.80162,11402,4520.0,0,0,SIM,387.34843,000,000
317,24/07/1997,2,8,36,45,64,000,7,&nbsp,&nbsp,113.04979,482,83818,20485,2625.0,0,0,NÃO,000,000,000
318,27/07/1997,22,26,34,39,40,000,2,&nbsp,&nbsp,198.80679,367,1.08342,14891,3554.0,0,0,NÃO,000,000,000
319,31/07/1997,1,21,33,39,48,000,3,&nbsp,&nbsp,102.81613,244,1.26413,11936,3440.0,0,0,NÃO,000,000,000
320,03/08/1997,3,4,7,14,39,000,8,&nbsp,&nbsp,49.42553,986,40102,33461,1572.0,0,0,NÃO,000,000,000
321,07/08/1997,18,21,23,54,74,000,1,&nbsp,&nbsp,342.31703,364,94043,15648,2912.0,0,0,NÃO,000,000,000
322,10/08/1997,10,25,33,43,68,000,2,&nbsp,&nbsp,207.90939,408,1.01916,19240,2877.0,0,0,NÃO,000,000,000
323,14/08/1997,32,34,52,68,73,000,2,&nbsp,&nbsp,174.78534,269,1.29952,12222,3806.0,0,0,NÃO,000,000,000
324,17/08/1997,42,56,61,76,79,000,1,&nbsp,&nbsp,406.15212,314,1.29348,12665,4268.0,0,0,NÃO,000,000,000
325,21/08/1997,2,7,9,27,59,000,3,&nbsp,&nbsp,113.69417,922,36994,26973,1683.0,0,0,NÃO,000,000,000
326,24/08/1997,5,6,12,50,61,000,3,&nbsp,&nbsp,136.13812,608,67174,22029,2468.0,0,0,NÃO,000,000,000
327,28/08/1997,3,10,35,47,59,000,3,&nbsp,&nbsp,110.85105,498,66778,19351,2288.0,0,0,NÃO,000,000,000
328,31/08/1997,17,23,52,70,71,000,5,&nbsp,&nbsp,79.14991,385,1.02792,15212,3463.0,0,0,NÃO,000,000,000
329,04/09/1997,7,12,36,39,50,000,4,&nbsp,&nbsp,84.49210,407,83039,16738,2688.0,0,0,NÃO,000,000,000
330,07/09/1997,6,7,9,36,45,000,4,&nbsp,&nbsp,101.94880,837,48721,32501,1670.0,0,0,NÃO,000,000,000
331,11/09/1997,53,57,62,70,78,000,2,&nbsp,&nbsp,172.49353,212,1.62730,9360,4905.0,0,0,NÃO,000,000,000
332,14/09/1997,24,25,34,50,65,000,1,&nbsp,&nbsp,411.08836,242,1.69872,14094,3882.0,0,0,NÃO,000,000,000
333,19/09/1997,1,3,18,46,64,000,2,&nbsp,&nbsp,171.18981,510,67133,20288,2246.0,0,0,NÃO,000,000,000
334,21/09/1997,15,20,23,78,79,000,0,&nbsp,&nbsp,000,244,1.63106,13254,3996.0,0,0,SIM,397.97934,000,000
335,25/09/1997,9,16,20,34,53,000,2,&nbsp,&nbsp,406.74650,510,81473,20535,2693.0,0,0,NÃO,000,000,000
336,28/09/1997,42,54,55,70,74,000,1,&nbsp,&nbsp,390.67965,220,1.77582,11058,4702.0,0,0,NÃO,000,000,000
337,02/10/1997,1,20,40,42,75,000,1,&nbsp,&nbsp,339.94504,244,1.39322,10976,4122.0,0,0,NÃO,000,000,000
338,05/10/1997,3,7,10,23,43,000,15,&nbsp,&nbsp,26.55207,1320,30173,38777,1368.0,0,0,NÃO,000,000,000
339,09/10/1997,2,3,45,49,60,000,2,&nbsp,&nbsp,176.95286,263,1.34565,13644,3452.0,0,0,NÃO,000,000,000
340,12/10/1997,4,6,35,64,65,000,3,&nbsp,&nbsp,131.59431,387,1.02011,16528,3179.0,0,0,NÃO,000,000,000
341,16/10/1997,27,32,54,57,80,000,4,&nbsp,&nbsp,81.83174,374,90730,15139,2984.0,0,0,NÃO,000,000,000
342,19/10/1997,1,9,51,59,74,000,2,&nbsp,&nbsp,193.47484,318,1.21682,14292,3603.0,0,0,NÃO,000,000,000
343,23/10/1997,13,16,18,21,36,000,10,&nbsp,&nbsp,33.90217,842,40264,26076,1731.0,0,0,NÃO,000,000,000
344,26/10/1997,4,27,44,61,71,000,0,&nbsp,&nbsp,000,292,1.29583,13870,3631.0,0,0,SIM,378.38146,000,000
345,30/10/1997,21,22,40,51,74,000,1,&nbsp,&nbsp,764.72980,234,1.65106,11384,4516.0,0,0,NÃO,000,000,000
346,02/11/1997,14,35,53,64,77,000,7,&nbsp,&nbsp,53.64343,439,85536,16935,2952.0,0,0,NÃO,000,000,000
347,06/11/1997,16,25,27,33,74,000,1,&nbsp,&nbsp,344.40061,325,1.05969,16347,2804.0,0,0,NÃO,000,000,000
348,09/11/1997,14,22,24,59,72,000,1,&nbsp,&nbsp,393.94236,270,1.45905,13752,3813.0,0,0,NÃO,000,000,000
349,13/11/1997,15,23,25,29,71,000,4,&nbsp,&nbsp,85.29853,461,74012,18378,2472.0,0,0,NÃO,000,000,000
350,16/11/1997,6,18,42,56,72,000,7,&nbsp,&nbsp,51.90192,438,82948,16357,2956.0,0,0,NÃO,000,000,000
351,20/11/1997,12,36,38,50,53,000,0,&nbsp,&nbsp,000,310,1.10204,14840,3063.0,0,0,SIM,341.63036,000,000
352,23/11/1997,2,28,51,53,77,000,3,&nbsp,&nbsp,256.07874,343,1.24375,14959,3796.0,0,0,NÃO,000,000,000
353,27/11/1997,1,21,46,56,79,000,0,&nbsp,&nbsp,000,228,1.46487,10758,4132.0,0,0,SIM,333.99039,000,000
354,30/11/1997,16,37,3,32,50,000,3,&nbsp,&nbsp,254.07417,608,70433,22085,2581.0,0,0,NÃO,000,000,000
355,04/12/1997,8,22,48,59,76,000,0,&nbsp,&nbsp,000,313,1.12903,13209,3560.0,0,0,SIM,353.38429,000,000
356,07/12/1997,18,54,35,50,37,000,3,&nbsp,&nbsp,266.40195,454,98199,20536,2890.0,0,0,NÃO,000,000,000
357,11/12/1997,78,3,33,77,44,000,1,&nbsp,&nbsp,353.87819,355,99684,16181,2911.0,0,0,NÃO,000,000,000
358,14/12/1997,29,42,11,72,63,000,5,&nbsp,&nbsp,79.45921,450,88288,15972,3311.0,0,0,NÃO,000,000,000
359,18/12/1997,51,12,33,60,80,000,4,&nbsp,&nbsp,87.29209,266,1.31267,11970,3833.0,0,0,NÃO,000,000,000
360,21/12/1997,11,49,46,60,71,000,1,&nbsp,&nbsp,397.45816,206,1.92941,11280,4689.0,0,0,NÃO,000,000,000
361,28/12/1997,40,68,80,20,59,000,1,&nbsp,&nbsp,426.15856,224,1.90249,11832,4793.0,0,0,NÃO,000,000,000
362,04/01/1998,69,17,73,50,76,000,1,&nbsp,&nbsp,421.16747,301,1.39923,13704,4090.0,0,0,NÃO,000,000,000
363,08/01/1998,74,60,17,31,51,000,1,&nbsp,&nbsp,321.10108,195,1.64667,9931,4303.0,0,0,NÃO,000,000,000
364,11/01/1998,32,25,62,30,3,000,3,&nbsp,&nbsp,124.60498,461,81088,19751,2519.0,0,0,NÃO,000,000,000
365,15/01/1998,31,74,10,61,37,000,4,&nbsp,&nbsp,82.70317,262,1.26264,11165,3944.0,0,0,NÃO,000,000,000
366,18/01/1998,7,59,32,10,54,000,1,&nbsp,&nbsp,364.88630,462,78980,17209,2822.0,0,0,NÃO,000,000,000
367,22/01/1998,41,58,61,66,80,000,0,&nbsp,&nbsp,000,196,1.68946,9723,4532.0,0,0,SIM,331.13446,000,000
368,25/01/1998,46,58,43,11,6,000,5,&nbsp,&nbsp,148.44308,429,95823,18061,3029.0,0,0,NÃO,000,000,000
369,29/01/1998,80,51,6,28,32,000,3,&nbsp,&nbsp,107.31838,245,1.31410,11578,3701.0,0,0,NÃO,000,000,000
370,01/02/1998,26,14,75,27,12,000,5,&nbsp,&nbsp,73.52160,408,90100,18992,2576.0,0,0,NÃO,000,000,000
371,05/02/1998,30,76,56,38,9,000,2,&nbsp,&nbsp,163.87495,270,1.21389,12048,3620.0,0,0,NÃO,000,000,000
372,08/02/1998,55,12,76,49,1,000,0,&nbsp,&nbsp,000,303,1.25751,13451,3770.0,0,0,SIM,381.02703,000,000
373,12/02/1998,78,16,36,26,41,000,0,&nbsp,&nbsp,000,224,1.83197,12380,4412.0,0,0,SIM,791.38712,000,000
374,15/02/1998,56,71,27,45,44,000,2,&nbsp,&nbsp,635.59817,417,1.15062,20573,3104.0,0,0,NÃO,000,000,000
375,19/02/1998,29,16,2,12,14,000,6,&nbsp,&nbsp,57.99171,827,42074,25311,1830.0,0,0,NÃO,000,000,000
376,22/02/1998,47,68,1,71,17,000,2,&nbsp,&nbsp,181.12219,387,93603,15925,3027.0,0,0,NÃO,000,000,000
